mpn_match,MPN,Title,Images,category,url,description,status
NPJ1RME,NPJ1RME,Title not found,https://hubbellcdn.com/prodimage1200/WBP_NPJ1RME_PRODIMAGE_1200.jpg,"[['Nonmetallic Wallplates', ''], ['Nylon Wall Plates']]",url not found,"1-Gang Mid-Size Wallplate, One Toggle, Marked ""Emergency""",['DISCONTINUED']
HBL60CM31W,HBL60CM31W,Title not found,https://hubbellcdn.com/prodimage1200/WBP_HBL60CM31W_PRODIMAGE_1200.jpg,"[['Ship To Shore Devices', ''], ['Wiring Devices']]",url not found,Twist-Lock® Weatherproof Device Boot for 20A and 30A 3 Wire Plugs and Connectors,[]
HJ1012BPK25,HJ1012BPK25,"Kellems Wire Management, Cord Connectors, Junior with Spiral, .20""-.27"", 1/4"", Black",https://hubbellcdn.com/prodimage1200/WBP_HJ1040BPK25_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/167102?queryID=a7aca1d39f25e0b8d0ea253edc77c58f&indexName=Products,"Kellems Wire Management, Cord Connectors, Junior with Spiral, .20""-.27"", 1/4"", Black",[]
H1251,H1251,Title not found,https://hubbellcdn.com/prodimage1200/WBP_H0751_PRODIMAGE_1200.jpg,"[['Liquidtight Fittings'], []]",url not found,"Kellems Wire Management, Liquidtight System, Straight Male Liquid Tight Connector, 1 1/4"", Steel, Insulated",[]
HS1003GPK25,HS1003GPK25,"Kellems Wire Management, Cord Connectors, Junior, SNAP-IN, .30-.36"", Gray",https://hubbellcdn.com/prodimage1200/WBP_HS1002GPK25_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/178332?queryID=21f43be2e8ca671261e7fb7498a7a2c2&indexName=Products,"Kellems Wire Management, Cord Connectors, Junior, SNAP-IN, .30-.36"", Gray",[]
NP112OW,NP112OW,"Wallplates, Nylon, 2-Gang, 1) Toggle, 1) .406"" Opening, Office White",https://hubbellcdn.com/prodimage1200/WBP_NP112OW_PRODIMAGE_1200.jpg,"[['Nonmetallic Wallplates', ''], ['Nylon Wall Plates']]",/hubbell/en/p/2181928?queryID=f54cfb1784f0bd5a783a0b8e8dd9e381&indexName=Products,"Wallplates, Nylon, 2-Gang, 1) Toggle, 1) .406"" Opening, Office White",['DISCONTINUED']
HS1001GPK25,HS1001GPK25,"Kellems Wire Management, Cord Connectors, Junior, SNAP-IN, .22-.27"", Gray",https://hubbellcdn.com/prodimage1200/WBP_HS1002GPK25_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/178328?queryID=f934542601faf04c42df7641a09583d3&indexName=Products,"Kellems Wire Management, Cord Connectors, Junior, SNAP-IN, .22-.27"", Gray",[]
HBLSI315GY,HBLSI315GY,"MULTI-CONNECT System, Face Plate, Snap- In, SIEMON #2, Gray",https://hubbellcdn.com/prodimage1200/WBP_HBLSI315GY_PRODIMAGE_1200.jpg,"[[], []]",/hubbell/en/p/2184749?queryID=2d1938242e506d52518c7799a0fa323c&indexName=Products,"MULTI-CONNECT Face Plate, Snap-In, SIEMON #2",['DISCONTINUED']
SHC2008CR,SHC2008CR,"Kellems Wire Management, Cord Connectors, Straight Male, .13-.19"", 3/8"", Nylon",https://hubbellcdn.com/prodimage1200/WBP_SHC2008CR_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/180074?queryID=c7af27e4af2656b6db4c57d69b1cb544&indexName=Products,"Kellems Wire Management, Cord Connectors, Straight Male, .13-.19"", 3/8"", Nylon",[]
HBLCBISS,HBLCBISS,Title not found,https://hubbellcdn.com/prodimage1200/WBP_HBLCBISS_PRODIMAGE_1200.jpg,"[['Ship To Shore Devices'], []]",url not found,"Wallplates and Boxes, Marine Products, Replacement, Circuit Breaker Inlet Cover, Standard Size, Stainless Steel",[]
HBLLT309SGY,HBLLT309SGY,"Floor and Wall Boxes, MULTI-CONNECT System, Face Plate, Screw Mount, LUCENT, Gray",https://hubbellcdn.com/prodimage1200/WBP_HBLLT309SGY_PRODIMAGE_1200.jpg,"[[], []]",/hubbell/en/p/2184673?queryID=7dd6994b5c2da8a646047a0001047047&indexName=Products,"MULTI-CONNECT Face Plate, Screw Mount, LUCENT",['DISCONTINUED']
NPJ826AL,NPJ826AL,"Wallplates, Nylon, Mid-Sized, 1-Gang, 1) Duplex, 1) Decorator, Almond",https://hubbellcdn.com/prodimage1200/WBP_NP826AL_PRODIMAGE_1200.jpg,"[['Nonmetallic Wallplates', ''], ['Nylon Wall Plates']]",/hubbell/en/p/2182412?queryID=d139f43ea1c27a72dd4e12be08c790d7&indexName=Products,"Wallplates, Nylon, Mid-Sized, 1-Gang, 1) Duplex, 1) Decorator, Almond",['DISCONTINUED']
074M32023,074M32023,"Kellems Wire Management, Deluxe Cord Grips, Straight Metric Male, M32 Thread",https://hubbellcdn.com/prodimage1200/WBP_074M251247_PRODIMAGE_1200.jpg,"[['Strain Relief Grips'], []]",/hubbell/en/p/164640?queryID=bb9474065aa3131da2e559c2d851dfe2&indexName=Products,"Kellems Wire Management, Deluxe Cord Grips, Straight Metric Male, M32 Thread",[]
HBLTO310SWA,HBLTO310SWA,"MULTI-CONNECT System, Face Plate, Screw Mount, Toggle, White",https://hubbellcdn.com/prodimage1200/WBP_HBLTO310SWA_PRODIMAGE_1200.jpg,"[[], []]",/hubbell/en/p/2184786?queryID=d92892eeeaa5151a378d743a4a7ede54&indexName=Products,"MULTI-CONNECT Face Plate, Screw Mount, Toggle",['DISCONTINUED']
KP212AL,KP212AL,"Device Plates and Accessories, KP Plate, 2 Coax, Almond",https://hubbellcdn.com/prodimage1200/WBP_KP212AL_PRODIMAGE_1200.jpg,"[['Boxes', ' Covers & Plates'], ['Nylon Wall Plates']]",/hubbell/en/p/161884?queryID=89bf0f6c6b2efde69d2dbe276686d34c&indexName=Products,"Device Plates and Accessories, KP Plate, 2 Coax, Almond",[]
073PG291204,073PG291204,"Kellems Wire Management, Dusttight Grips, Strain Relief, .24-.32"", PG29 Non-Insulated",https://hubbellcdn.com/prodimage1200/WBP_073PG291204_PRODIMAGE_1200.jpg,"[['Strain Relief Grips'], []]",/hubbell/en/p/169148?queryID=4d4b7c72d8469ef539b5842ba18c24d2&indexName=Products,"Kellems Wire Management, Dusttight Grips, Strain Relief, .24-.32"", PG29 Non-Insulated",[]
NP8OW,NP8OW,"Wallplates and Box Covers, Wallplate, Nylon, 1-Gang, 1) Duplex, Office White",https://hubbellcdn.com/prodimage1200/WBP_NP8OW_PRODIMAGE_1200.jpg,"[['Nonmetallic Wallplates', ''], ['Nylon Wall Plates']]",/hubbell/en/p/2182248?queryID=5714f0c865cc6a1d0b7a7ae8a97ba2ca&indexName=Products,"1-Gang Wallplate, One Duplex",['DISCONTINUED']
SS72,SS72,Title not found,https://hubbellcdn.com/prodimage1200/WBP_SS72_PRODIMAGE_1200.jpg,"[['Metallic Wallplates'], ['Metallic Wall Plates', '']]",url not found,"Wallplates and Boxes, Metallic Plates, 2- Gang, 1) 1.40"" Opening, Standard Size, Stainless Steel",[]
RCW6W,RCW6W,"Wall Plates, Snap-On, 6-Gang, 6) Decorator Opening, White",https://hubbellcdn.com/prodimage1200/WBP_RCW6W_PRODIMAGE_1200.jpg,"[['Nonmetallic Wallplates', ''], ['Nylon Wall Plates']]",/hubbell/en/p/2182588?queryID=fce67af5f233f8bce462320579fa6be4&indexName=Products,"Wall Plates, Snap-On, 6-Gang, 6) Decorator Opening, White",['DISCONTINUED']
SS3C,SS3C,Title not found,https://hubbellcdn.com/prodimage1200/WBP_SS3C_PRODIMAGE_1200.jpg,"[['Metallic Wallplates'], ['Metallic Wallplates']]",url not found,"Wallplates and Boxes, Metallic Plates, 3- Gang, 3) Toggle Openings, Standard Size, Stainless Steel, Engraved ""347V AC""",[]
NPJ1AL,NPJ1AL,"Wallplates and Box Covers, Wallplate, Nylon, Mid-Sized, 1-Gang, 1) Toggle, Almond",https://hubbellcdn.com/prodimage1200/WBP_NP1AL_PRODIMAGE_1200.jpg,"[['Nonmetallic Wallplates', ''], ['Nylon Wall Plates']]",/hubbell/en/p/2182297?queryID=d5cb36ee6fab11e8e9a326c54f9b06f5&indexName=Products,"1-Gang Mid-Size Wallplate, One Toggle",['DISCONTINUED']
NHC2022CR,NHC2022CR,"Kellems Wire Management, Cord Connectors, 90 Degree Male .25-.38"", 1/2"", Nylon",https://hubbellcdn.com/prodimage1200/WBP_NHC2022CR_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/163761?queryID=d1404d16ae88f358518293fa194a7acb&indexName=Products,"Kellems Wire Management, Cord Connectors, 90 Degree Male .25-.38"", 1/2"", Nylon",[]
H12591,H12591,Title not found,https://hubbellcdn.com/prodimage1200/WBP_H07591_PRODIMAGE_1200.jpg,"[['Liquidtight Fittings'], ['Insulated Wrenches', '']]",url not found,"Kellems Wire Management, Liquidtight System, 90 Degree Male Liquid Tight Connector, 1 1/4"", Steel, Insulated",[]
SHC1073,SHC1073,"Kellems Wire Management, Cord Connectors, Straight Male, 2.06-2.19"", 2"", Aluminum",https://hubbellcdn.com/prodimage1200/WBP_SHC1059_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/179227?queryID=8936c3b78665be9bea831b072981f213&indexName=Products,"Kellems Wire Management, Cord Connectors, Straight Male, 2.06-2.19"", 2"", Aluminum",[]
HJ1039BPK25,HJ1039BPK25,"Kellems Wire Management, Cord Connectors, Junior with Spiral, .19""-.25"", 1/2"", Black",https://hubbellcdn.com/prodimage1200/WBP_HJ1040BPK25_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/167440?queryID=4ff4635f7be80ff7bf7c8447c9a06110&indexName=Products,"Kellems Wire Management, Cord Connectors, Junior with Spiral, .19""-.25"", 1/2"", Black",[]
NPJ8C,NPJ8C,"Wallplates, Nylon, Mid-Sized, 1-Gang, 1) Duplex, Ivory, Marked ""Computer""",https://hubbellcdn.com/prodimage1200/WBP_NPJ8C_PRODIMAGE_1200.jpg,"[['Nonmetallic Wallplates', ''], ['Nylon Wall Plates']]",/hubbell/en/p/2182432?queryID=a470bbb61284ddf2a739cff995321217&indexName=Products,"Wallplates, Nylon, Mid-Sized, 1-Gang, 1) Duplex, Ivory, Marked ""Computer""",['DISCONTINUED']
HBLTL318GY,HBLTL318GY,"Data and Telephone, Modular Face Plate, 1.60"" Opening, Snap-In, Gray",https://hubbellcdn.com/prodimage1200/WBP_HBLTL318GY_PRODIMAGE_1200.jpg,"[[], []]",/hubbell/en/p/2184770?queryID=be314f5cb0ed5d8e5e1ecfc899a0882b&indexName=Products,"Data and Telephone, Modular Face Plate, 1.60"" Opening, Snap-In",['DISCONTINUED']
HBLLT309GY,HBLLT309GY,"MULTI-CONNECT System, Face Plate, Snap- In, LUCENT, Gray",https://hubbellcdn.com/prodimage1200/WBP_HBLLT309GY_PRODIMAGE_1200.jpg,"[['In Floor'], []]",/hubbell/en/p/2184670?queryID=15710e38254889755faacfe4723c4271&indexName=Products,"MULTI-CONNECT Face Plate, Snap-In, LUCENT",['DISCONTINUED']
H2509,H2509,Title not found,https://hubbellcdn.com/prodimage1200/WBP_H0759_PRODIMAGE_1200.jpg,"[['Liquidtight Fittings'], ['Telephone Management Application', '']]",url not found,"Kellems Wire Management, Liquidtight System, 90 Degree Male Liquid Tight Connector, 2 1/2"", Steel, Non-Insulated",[]
NPJ13AL,NPJ13AL,Title not found,https://hubbellcdn.com/prodimage1200/WBP_NP13AL_PRODIMAGE_1200.jpg,"[['Nonmetallic Wallplates', ''], ['Nylon Wall Plates']]",url not found,"1-Gang Mid-Size Wallplate, One Blank, Box Mount",['DISCONTINUED']
SECP29BA,SECP29BA,"Kellems Wire Management, Cord Connectors, European Style, .59-.99"", PG29, Black",https://hubbellcdn.com/prodimage1200/WBP_SECP29BA_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/172405?queryID=386fbd7928969860068dafed9c55a7fb&indexName=Products,"Kellems Wire Management, Cord Connectors, European Style, .59-.99"", PG29, Black",[]
M123LTR,M123LTR,Title not found,https://hubbellcdn.com/prodimage1200/WBP_M123SP_PRODIMAGE_1200.jpg,"[['DC Rated Devices'], []]",url not found,Marine Panel Mount Toggle Switch,[]
SHC2005CR,SHC2005CR,"Kellems Wire Management, Cord Connectors, Straight Male, .31-.38"", 1/4"", Nylon",https://hubbellcdn.com/prodimage1200/WBP_SHC2005CR_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/180073?queryID=7f94398f36344be24c1165ccfe9384e4&indexName=Products,"Kellems Wire Management, Cord Connectors, Straight Male, .31-.38"", 1/4"", Nylon",[]
HBLDE301SI,HBLDE301SI,"Floor and Wall Boxes, MULTI-CONNECT System, Face Plate, Screw Mount, GFCI, Ivory",https://hubbellcdn.com/prodimage1200/WBP_HBLDE301SI_PRODIMAGE_1200.jpg,"[[], []]",/hubbell/en/p/2184649?queryID=f02c376432032d6ded5409028d4dd301&indexName=Products,"MULTI-CONNECT Face Plate, Screw Mount, GFCI",['DISCONTINUED']
HBLPA308SI,HBLPA308SI,"MULTI-CONNECT System, Face Plate, Screw Mount, PANDUIT, Ivory",https://hubbellcdn.com/prodimage1200/WBP_HBLPA308SI_PRODIMAGE_1200.jpg,"[[], []]",/hubbell/en/p/2184707?queryID=7beff39dea1f7f2fb4613863a8d945ec&indexName=Products,"MULTI-CONNECT Face Plate, Screw Mount, PANDUIT",['DISCONTINUED']
SHC1043SS,SHC1043SS,"Kellems Wire Management, Cord Connectors, Straight Male, .88-1.00"", 1"", Stainless Steel",https://hubbellcdn.com/prodimage1200/WBP_SHC1043SS_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/177405?queryID=3f836cef2f5a8b77d1797c89090814c9&indexName=Products,"Kellems Wire Management, Cord Connectors, Straight Male, .88-1.00"", 1"", Stainless Steel",[]
SHC2035CR,SHC2035CR,"Kellems Wire Management, Cord Connectors, Straight Male, .38-.50"", 3/4"", Aluminum",https://hubbellcdn.com/prodimage1200/WBP_SHC2035CR_PRODIMAGE_1200.jpg,"[['Cord Connectors'], ['Cord Connectors', '']]",/hubbell/en/p/172595?queryID=0c724ee5c4783b528e6a723d0ed3d53d&indexName=Products,"Kellems Wire Management, Cord Connectors, Straight Male, .38-.50"", 3/4"", Aluminum",[]
NSP101GY,NSP101GY,"Plate, Wall, Label-Less, Mid-Sized, 1- Port, Gray",https://hubbellcdn.com/prodimage1200/WBP_NSP101GY_PRODIMAGE_1200.jpg,"[['Faceplates'], ['Wallplates']]",/hubbell/en/p/2192410?queryID=8bf1a3fb079a912cd64215961a7b8072&indexName=Products,"Plate, Wall, Label-Less, Mid-Sized, 1- Port, Gray",[]
NSP103GY,NSP103GY,"Plate, Wall, Label-Less, Mid-Sized, 3- Port, Gray",https://hubbellcdn.com/prodimage1200/WBP_NSP103GY_PRODIMAGE_1200.jpg,"[['Faceplates'], ['Wallplates']]",/hubbell/en/p/2192422?queryID=16f524f32269eaa0c0fbec7d9ebb1292&indexName=Products,"Plate, Wall, Label-Less, Mid-Sized, 3- Port, Gray",[]
NSP104I,NSP104I,"Plate, Wall, Label-Less, Mid-Sized, 4- Port, Electric Ivory",https://hubbellcdn.com/prodimage1200/WBP_NSP104I_PRODIMAGE_1200.jpg,"[['Faceplates'], ['Wallplates']]",/hubbell/en/p/2192429?queryID=e512652242668c04a567cd0fb3d0c8a6&indexName=Products,"Plate, Wall, Label-Less, Mid-Sized, 4- Port, Electric Ivory",[]
H4009,H4009,Title not found,https://hubbellcdn.com/prodimage1200/WBP_H0759_PRODIMAGE_1200.jpg,"[['Liquidtight Fittings'], []]",url not found,"Kellems Wire Management, Liquidtight System, 90 Degree Male Liquid Tight Connector, 4"", Steel, Non-Insulated",[]
HBL60CM33W,HBL60CM33W,Title not found,https://hubbellcdn.com/prodimage1200/WBP_HBL60CM33W_PRODIMAGE_1200.jpg,"[['International Rated Devices', ''], ['Ship To Shore Devices']]",url not found,"Twist-Lock® Weatherproof Device Boot with Threaded Ring, for 20A and 30A",[]
HBLSI305I,HBLSI305I,"MULTI-CONNECT System, Face Plate, Snap- In, PANDUIT, Ivory",https://hubbellcdn.com/prodimage1200/WBP_HBLSI305I_PRODIMAGE_1200.jpg,"[[], []]",/hubbell/en/p/2184742?queryID=8bb0cbded4314fdfda728d9fd2333076&indexName=Products,"MULTI-CONNECT Face Plate, Snap-In, PANDUIT",['DISCONTINUED']
IG9308,IG9308,Title not found,https://hubbellcdn.com/prodimage1200/WBP_IG9308_PRODIMAGE_1200.jpg,"[['Isolated Ground Receptacles'], ['Isolated Ground']]",url not found,"Straight Blade Devices, Receptacles, Flush Receptacle, Industrial Grade , 2-Pole 3-Wire Grounding, 30A 125V, 5-30R, Orange, Single Pack",[]
NPJ2OW,NPJ2OW,"Wallplates, Nylon, Mid-Sized, 2-Gang, 2) Toggle, Office White",https://hubbellcdn.com/prodimage1200/WBP_NP2OW_PRODIMAGE_1200.jpg,"[['Nonmetallic Wallplates', ''], ['Nylon Wall Plates']]",/hubbell/en/p/2182369?queryID=9b9a6ddbfe75e7979d27ecfc1448f74b&indexName=Products,"Wallplates, Nylon, Mid-Sized, 2-Gang, 2) Toggle, Office White",['DISCONTINUED']
RFW3I,RFW3I,"Wall Plates, Snap-On, 3-Gang, 3) Toggle, Ivory",https://hubbellcdn.com/prodimage1200/WBP_RFW3I_PRODIMAGE_1200.jpg,"[['Nonmetallic Wallplates', ''], ['Nylon Wall Plates']]",/hubbell/en/p/2182664?queryID=8e57d67076fa5d6c3510746aa84468d6&indexName=Products,"Wall Plates, Snap-On, 3-Gang, 3) Toggle, Ivory",['DISCONTINUED']
SHC1036SS,SHC1036SS,"Kellems Wire Management, Cord Connectors, Straight Male, .50-.63"", 3/4"", Stainless Steel",https://hubbellcdn.com/prodimage1200/WBP_SHC1036SS_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/176320?queryID=105eb070568fc9cb3d7d33698e11b0ff&indexName=Products,"Kellems Wire Management, Cord Connectors, Straight Male, .50-.63"", 3/4"", Stainless Steel",[]
SHCM251034,SHCM251034,Title not found,https://hubbellcdn.com/prodimage1200/WBP_SHCM201023_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",url not found,"Kellems Wire Management, Metric Aluminum Cord Connectors, Straight Female, .50-.62"", M25 Thread",[]
HJ1003GPK25,HJ1003GPK25,"Kellems Wire Management, Cord Connectors, Junior, .20-.27"", 1/4"", Gray",https://hubbellcdn.com/prodimage1200/WBP_HJ1058GPK25_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/167413?queryID=39e4ac61e7a11e4283fb2bfbd6852504&indexName=Products,"Kellems Wire Management, Cord Connectors, Junior, .20-.27"", 1/4"", Gray",[]
HJ1015BPK25,HJ1015BPK25,"Kellems Wire Management, Cord Connectors, Junior with Spiral, .28""-.34"", 3/8"", Black",https://hubbellcdn.com/prodimage1200/WBP_HJ1040BPK25_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/167436?queryID=5bdb9e2d0e5685b6e3118b50b94c0b82&indexName=Products,"Kellems Wire Management, Cord Connectors, Junior with Spiral, .28""-.34"", 3/8"", Black",[]
SHC1002,SHC1002,"Kellems Wire Management, Cord Connectors, Straight Male, .13-.19"", 1/4"", Aluminum",https://hubbellcdn.com/prodimage1200/WBP_SHC1002_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/173375?queryID=bdfcbddf208915f1278d4c2ac6503c01&indexName=Products,"Kellems Wire Management, Cord Connectors, Straight Male, .13-.19"", 1/4"", Aluminum",[]
SHC1050,SHC1050,"Kellems Wire Management, Cord Connectors, Straight Male, .75-.88"", 1 1/4"", Aluminum",https://hubbellcdn.com/prodimage1200/WBP_SHC1059_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/177321?queryID=b838396a271912005f3d373c580da920&indexName=Products,"Kellems Wire Management, Cord Connectors, Straight Male, .75-.88"", 1 1/4"", Aluminum",[]
VHC1021,VHC1021,"Kellems Wire Management, Cord Connectors, 45 Degree Male, .19-.25"", 1/2"", Aluminum",https://hubbellcdn.com/prodimage1200/WBP_VHC1021_PRODIMAGE_1200.jpg,"[['Cord Connectors'], ['Anchor Helix']]",/hubbell/en/p/179399?queryID=0a44d57e4157f50e8e44b260b7da2407&indexName=Products,"Kellems Wire Management, Cord Connectors, 45 Degree Male, .19-.25"", 1/2"", Aluminum",[]
HBL317SGY,HBL317SGY,"Floor and Wall Boxes, MULTI-CONNECT System, Face Plate, 6-Port, SNAP, Gray",https://hubbellcdn.com/prodimage1200/WBP_HBL317SGY_PRODIMAGE_1200.jpg,"[['Extra Heavy Duty', ''], ['Extra Heavy Duty']]",/hubbell/en/p/2184012?queryID=26d408589719d6b1a49d8a8dc049f3e8&indexName=Products,"MULTI-CONNECT Face Plate, 6-Port, SNAP",['DISCONTINUED']
SECM16G,SECM16G,"Kellems Wire Management, Cord Connectors, European Style, .11-.31"", 16MM, Gray",https://hubbellcdn.com/prodimage1200/WBP_SECM16G_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/171635?queryID=9079d96624ab52f0652856d13c429895&indexName=Products,"Kellems Wire Management, Cord Connectors, European Style, .11-.31"", 16MM, Gray",[]
SS702,SS702,Title not found,https://hubbellcdn.com/prodimage1200/WBP_SS702_PRODIMAGE_1200.jpg,"[['Metallic Wallplates'], ['Metallic Wall Plates', '']]",url not found,"Wallplates and Boxes, Metallic Plates, 2- Gang, 1) 2.15"" Opening, Standard Size, Stainless Steel, 2 Bolt Mount",[]
H125,H125,Title not found,https://hubbellcdn.com/prodimage1200/WBP_H075_PRODIMAGE_1200.jpg,"[['Liquidtight Fittings'], ['Cutting Tools']]",url not found,"Kellems Wire Management, Liquidtight System, Straight Male Liquid Tight Connector, 1 1/4"", Steel, Non-Insulated",[]
RR15EWTR,RR15EWTR,Title not found,https://hubbellcdn.com/prodimage1200/WBP_RR15EWTR_PRODIMAGE_1200.jpg,"[['Receptacles'], []]",url not found,"TradeSelect, Straight Blade, Duplex Receptacle, Tamper Resistant, Push Terminals, 15A 125V, 2-Pole 3-Wire Grounding, 5-15R, White",['DISCONTINUED']
HBLAM303WA,HBLAM303WA,"MULTI-CONNECT System, Face Plate, Snap- In, AMP-ACO, White",https://hubbellcdn.com/prodimage1200/WBP_HBLAM303WA_PRODIMAGE_1200.jpg,"[[], []]",/hubbell/en/p/2184620?queryID=0f30843e984f75fdac3f5deda1ad78a2&indexName=Products,"MULTI-CONNECT Face Plate, Snap-In, AMP-ACO",['DISCONTINUED']
NP263AL,NP263AL,"Wallplates and Box Covers, Wallplate, Nylon, 3-Gang, 3) Decorator, Almond",https://hubbellcdn.com/prodimage1200/WBP_NP263AL_PRODIMAGE_1200.jpg,"[['Nonmetallic Wallplates', ''], ['Nylon Wall Plates']]",/hubbell/en/p/2127805?queryID=b3ed7aa0014fc69616df982147ad4cfe&indexName=Products,3-Gang Triple Decorator Wallplate,['DISCONTINUED']
SHC1031ZP,SHC1031ZP,"Kellems Wire Management, Cord Connectors, Straight Male, .19-.25"", 3/4"", Steel",https://hubbellcdn.com/prodimage1200/WBP_SHC1031ZP_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/175270?queryID=bf83013500ce4b8f54bc5b24b559262e&indexName=Products,"Kellems Wire Management, Cord Connectors, Straight Male, .19-.25"", 3/4"", Steel",[]
HBLKR314BK,HBLKR314BK,"MULTI-CONNECT System, Face Plate, Snap- In, KRONE, Black",https://hubbellcdn.com/prodimage1200/WBP_HBLKR314BK_PRODIMAGE_1200.jpg,"[[], []]",/hubbell/en/p/2184661?queryID=c966a85c9ba133a260df878deb53bbfa&indexName=Products,"MULTI-CONNECT Face Plate, Snap-In, KRONE",['DISCONTINUED']
SHC1012SS,SHC1012SS,"Kellems Wire Management, Cord Connectors, Straight Male, .38-.44"", 3/8"", Stainless Steel",https://hubbellcdn.com/prodimage1200/WBP_SHC1012SS_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/174336?queryID=1de651d8a8a2a43701861fabab859404&indexName=Products,"Kellems Wire Management, Cord Connectors, Straight Male, .38-.44"", 3/8"", Stainless Steel",[]
NHC2023CR,NHC2023CR,"Kellems Wire Management, Cord Connectors, 90 Degree Male .38-.50"", 1/2"", Nylon",https://hubbellcdn.com/prodimage1200/WBP_NHC2023CR_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/163762?queryID=d5bd6c7e2cbf4f41f2c14c43d42762c4&indexName=Products,"Kellems Wire Management, Cord Connectors, 90 Degree Male .38-.50"", 1/2"", Nylon",[]
NPJ26AL,NPJ26AL,"Wallplates and Box Covers, Wallplate, Nylon, Mid-Sized, 1-Gang, 1) Decorator, Almond",https://hubbellcdn.com/prodimage1200/WBP_NP26AL_PRODIMAGE_1200.jpg,"[['Nonmetallic Wallplates', ''], ['Nylon Wall Plates']]",/hubbell/en/p/2182348?queryID=28a31a360bc6e0f41ad49aafe73d3abe&indexName=Products,"1-Gang Mid-Size Wallplate, One Decorator",['DISCONTINUED']
H3009,H3009,Title not found,https://hubbellcdn.com/prodimage1200/WBP_H0759_PRODIMAGE_1200.jpg,"[['Liquidtight Fittings'], []]",url not found,"Kellems Wire Management, Liquidtight System, 90 Degree Male Liquid Tight Connector, 3"", Steel, Non-Insulated",[]
NSP102GY,NSP102GY,"Plate, Wall, Label-Less, Mid-Sized, 2- Port, Gray",https://hubbellcdn.com/prodimage1200/WBP_NSP102GY_PRODIMAGE_1200.jpg,"[['Faceplates'], ['Wallplates']]",/hubbell/en/p/2192416?queryID=7af10ed9e1c68eaa9520ae6cb459ae91&indexName=Products,"Plate, Wall, Label-Less, Mid-Sized, 2- Port, Gray",[]
NSP104LA,NSP104LA,"Plate, Wall, Label-Less, Mid-Sized, 4- Port, Light Almond",https://hubbellcdn.com/prodimage1200/WBP_NSP104LA_PRODIMAGE_1200.jpg,"[['Faceplates'], ['Wallplates']]",/hubbell/en/p/2192430?queryID=deabe836394666e3f5ee52eea591add2&indexName=Products,"Plate, Wall, Label-Less, Mid-Sized, 4- Port, Light Almond",[]
RRD15KI,RRD15KI,Title not found,https://hubbellcdn.com/prodimage1200/WBP_RRD15KI_PRODIMAGE_1200.jpg,"[['Receptacles'], []]",url not found,"TradeSelect, Straight Blade, Decorator Duplex Receptacle, Less Ears, 15A 125V, 2-Pole 3-Wire Grounding, 5-15R, Ivory",['DISCONTINUED']
H2009CNK,H2009CNK,"Kellems Wire Management, Liquidtight System, 90 Male Type A Connector, 2"", Steel",https://hubbellcdn.com/prodimage1200/WBP_H0389CNK_PRODIMAGE_1200.jpg,"[['Strain Relief Grips'], []]",/hubbell/en/p/556095?queryID=0598b0ba12b9eaf019f41ef7659fa125&indexName=Products,"Kellems Wire Management, Liquidtight System, 90 Male Type A Connector, 2"", Steel",[]
KP2163GY,KP2163GY,"Device Plates and Accessories, KP Plate, 3 Jack, Gray",https://hubbellcdn.com/prodimage1200/WBP_KP2163GY_PRODIMAGE_1200.jpg,"[['Boxes', ' Covers & Plates'], ['Boxes', ' Covers & Plates']]",/hubbell/en/p/2185001?queryID=feb3d57a211b06cadb4ca2d820cc81ba&indexName=Products,"Device Plates and Accessories, KP Plate, 3 Jack, Gray",[]
